spearman_log2fc,jaccard_significant,pathway_top_jaccard,pathway_score_spearman,ref_sig_count,test_sig_count,sig_overlap_count,sig_union_count,abs_sig_count_delta,snr_before,snr_after
0.6631090797877568,0.1361760660247593,1.0,0.9868131868131869,499,1979,297,2181,1480,5.8691041290885035,5.8691041290885035
0.6691347500576228,0.1305718144979739,1.0,0.9956043956043955,499,2012,290,2221,1513,5.847263202361909,5.847263202361909
0.6703083329369472,0.13821510297482836,1.0,1.0,499,1988,302,2185,1489,5.858314356869849,5.858314356869849
0.6622408493935158,0.1414519906323185,1.0,0.9868131868131869,499,1938,302,2135,1439,5.858132907257879,5.858132907257879
