spearman_log2fc,jaccard_significant,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.6395517969663959,0.24496124031007752,499,304,195,7.959742776253464,9.17343799595384
0.6269479438938396,0.26038338658146964,499,290,209,7.939168328526337,9.144062388470488
0.6332302428495925,0.24522292993630573,499,283,216,7.960946628068019,9.166188195847575
0.6438672243990285,0.25908372827804105,499,298,201,7.958295423972096,9.160569645188806
0.653084618324231,0.2575516693163752,499,292,207,7.956239622510563,9.150767506237017
0.6384570000363576,0.2624,499,290,209,7.9644413774133405,9.173199106293676
0.6264535610148383,0.2795031055900621,499,325,174,7.971140101415122,9.17419170702464
0.6383940541099653,0.2288,499,269,230,7.962751786343125,9.170522768156252
0.6347688286104469,0.23186119873817035,499,282,217,7.950504698557044,9.14922175429981
0.6501524513873138,0.261136712749616,499,322,177,7.966980110184102,9.17987337014541
