spearman_log2fc,jaccard_significant,pathway_top_jaccard,pathway_score_spearman,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.8301063001532472,0.0011682242990654205,1.0,1.0,3424,4,3420,5.185308309055136,6.31849429793478
0.8272296351151938,0.00029197080291970805,1.0,1.0,3424,2,3422,5.218283289578118,6.371127621615717
0.8188109574482317,0.0,1.0,0.9956043956043955,3424,0,3424,5.206765776985702,6.372900245865046
0.8311026023766813,0.0005837711617046118,1.0,0.9956043956043955,3424,4,3420,5.182972055122345,6.31522803237108
