spearman_log2fc,jaccard_significant,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.3811703609548911,0.0002920560747663551,3424,1,3423,5.08565886411196,2.285749840216021
0.37627349710689767,0.00029197080291970805,3424,2,3422,5.092644964405297,2.287258380066938
0.3849541546943603,0.0,3424,0,3424,5.089626877867656,2.285844160744417
0.3824284892429502,0.00029171528588098014,3424,5,3419,5.082791290635814,2.287819399921685
0.38009107233689093,0.0008741258741258741,3424,11,3413,5.089528017844538,2.2868346445413574
0.38390413978429516,0.0002920560747663551,3424,1,3423,5.0820951695397385,2.287279269739882
0.3776998707882642,0.0005832604257801109,3424,7,3417,5.081703063336502,2.2878144451463127
0.3790223781645254,0.0005837711617046118,3424,4,3420,5.098161606912483,2.2859162925278955
0.3730422917329207,0.0,3424,0,3424,5.073815610882101,2.2871240776347954
0.3747277091094362,0.0002918004085205719,3424,4,3420,5.089517270546822,2.285297477891277
