spearman_log2fc,jaccard_significant,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.8819263904412693,0.5028026905829597,3424,1938,1486,5.08565886411196,5.08565886411196
0.8871559407692985,0.5043308186644314,3424,1960,1464,5.092644964405297,5.092644964405297
0.8857984955452565,0.5251677852348994,3424,2030,1394,5.089626877867656,5.089626877867656
0.8849215615656864,0.502661810030821,3424,1939,1485,5.082791290635814,5.082791290635814
0.8835468334530254,0.5288275862068965,3424,2118,1306,5.089528017844538,5.089528017844538
0.8831881655769348,0.5163727959697733,3424,1994,1430,5.0820951695397385,5.0820951695397385
0.8858427790515825,0.4973441431367067,3424,1932,1492,5.081703063336502,5.081703063336502
0.88315675788187,0.5,3424,1940,1484,5.098161606912483,5.098161606912483
0.8830712308355664,0.5172126596335369,3424,2041,1383,5.073815610882101,5.073815610882101
0.880233042518719,0.5143574017284639,3424,2008,1416,5.089517270546822,5.089517270546822
