spearman_log2fc,jaccard_significant,pathway_top_jaccard,pathway_score_spearman,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.8484556991833991,0.7231040564373897,1.0,1.0,499,478,21,6.7484149236948845,6.848425943541803
0.8566721296143508,0.7379679144385026,1.0,0.9956043956043955,499,476,23,6.733601033157403,6.832141202409972
0.85814877893241,0.6951219512195121,1.0,0.9956043956043955,499,474,25,6.7425117921660656,6.843719818946434
0.8600928194455476,0.6785109983079526,1.0,0.9956043956043955,499,493,6,6.74297333881972,6.842590136540575
