spearman_log2fc,jaccard_significant,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.5781901864204778,0.0790436005625879,3424,412,3012,4.86861843001722,3.991421571501219
0.5726748619206188,0.0768797521824838,3424,400,3024,4.871616241430677,4.005605178661864
0.5748412663724531,0.06645839250213008,3424,331,3093,4.871253980661131,4.007677974004718
0.5738643782948231,0.07572760666855044,3424,383,3041,4.870663414678401,4.039588710900219
0.5774506034361224,0.07340485601355166,3424,378,3046,4.871219442589515,4.024541880608971
0.5727375362126432,0.07219705549263873,3424,363,3061,4.869896762945386,3.966541328561724
0.5765288752547457,0.0673076923076923,3424,350,3074,4.870601919360303,4.014021140908986
0.5742588634324542,0.08653038364603753,3424,456,2968,4.8683239780915954,4.044271358872597
0.5757579262370348,0.08328643781654474,3424,426,2998,4.8718460300892135,4.005347871756865
0.5758861678396983,0.07944974733295901,3424,421,3003,4.868275995111097,4.044411942410464
