spearman_log2fc,jaccard_significant,pathway_top_jaccard,pathway_score_spearman,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.8708817458399006,0.7474048442906575,1.0,1.0,499,511,12,6.7484149236948845,6.828046511167101
0.8741028369712424,0.7664884135472371,1.0,1.0,499,492,7,6.733601033157403,6.811184096617907
0.8737669529623711,0.727427597955707,1.0,0.9956043956043955,499,515,16,6.7425117921660656,6.8218639278608
0.8790448684706568,0.7186440677966102,1.0,1.0,499,515,16,6.74297333881972,6.821247636309054
