spearman_log2fc,jaccard_significant,pathway_top_jaccard,pathway_score_spearman,ref_sig_count,test_sig_count,abs_sig_count_delta,snr_before,snr_after
0.7740148353073597,0.09038461538461538,0.42857142857142855,0.8373626373626375,499,68,431,6.7484149236948845,26.30624605710805
0.7838728093109986,0.09195402298850575,0.6666666666666666,0.8989010989010989,499,71,428,6.733601033157403,29.862030581011055
0.7763439198983352,0.0905587668593449,0.6666666666666666,0.8945054945054945,499,67,432,6.7425117921660656,27.880328009604057
0.7763688407640515,0.0916030534351145,0.6666666666666666,0.9032967032967033,499,73,426,6.74297333881972,27.798441739641046
